Accession	PlasmidSize	log10PlasmidSize	CollectionDate	NumInsertionSequences	InsertionSequenceDensity	BiocideMetalResistance	Virulence	Integron	ConjugativeSystem	GeographicLocation	IsolationSource	RepliconCarriage	HostTaxonomy	outcomeaminoglycoside	outcomebetalactam_carbapenem	outcomebetalactam_ESBL	outcomebetalactam_other	outcomemacrolide	outcomephenicol	outcomequinolone	outcomesulphonamide	outcometetracycline	outcometrimethoprim	NumOtherResistanceClassesaminoglycoside	NumOtherResistanceClassesbetalactam_carbapenem	NumOtherResistanceClassesbetalactam_ESBL	NumOtherResistanceClassesbetalactam_other	NumOtherResistanceClassesmacrolide	NumOtherResistanceClassesphenicol	NumOtherResistanceClassesquinolone	NumOtherResistanceClassessulphonamide	NumOtherResistanceClassestetracycline	NumOtherResistanceClassestrimethoprim
AP019550.1	51559	0.712304485510429	19	4	0.775810236816075	1	0	1	conjugative	other	human	single-replicon	Enterobacteriaceae	1	1	1	0	0	0	0	1	1	0	4	4	4	5	5	5	5	4	4	5
AP019556.1	7872	-0.103914914576715	23	1	1.05	0	0	0	mobilisable	other	human	single-replicon	Enterobacteriaceae	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1
AP019666.1	166700	1.22193559982801	22	8	0.479904019196161	1	1	0	non-mobilisable	other	other	single-replicon	Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP019667.1	88953	0.949160599541643	22	4	0.449675671421987	1	0	1	conjugative	other	other	single-replicon	Enterobacteriaceae	1	1	0	1	0	0	0	1	0	0	3	3	4	3	4	4	4	3	4	4
AP019668.1	81239	0.909764568879067	22	6	0.738561528329989	0	0	1	non-mobilisable	other	other	multi-replicon	Enterobacteriaceae	1	0	0	1	0	1	1	1	0	1	4	5	5	5	5	5	5	4	5	5
AY178757.1	6334	-0.198321940964107	9	0	0	0	0	0	non-mobilisable	other	other	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY589570.1	3066	-0.513427849481644	10	0	0	0	0	0	non-mobilisable	other	other	single-replicon	Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY789019.1	4288	-0.367745223315286	10	0	0	0	0	0	non-mobilisable	other	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BK008853.1	24716	0.392978186542541	20	1	0.404596212979447	0	0	0	mobilisable	other	other	untyped	Proteobacteria_other	1	0	0	0	0	1	0	1	1	0	3	4	4	4	4	3	4	3	3	4
BK010450.1	9395	-0.0271032155634554	25	0	0	0	0	0	non-mobilisable	other	other	untyped	Firmicutes	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	0	1
BK010451.1	9812	-0.00824246046565191	25	0	0	0	0	0	mobilisable	other	other	untyped	Firmicutes	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	0	1
CP000039.1	214396	1.33121667843616	11	9	0.513069273680479	0	1	0	mobilisable	other	other	single-replicon	Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP000313.1	12397	0.0933166012043314	12	0	0	0	0	0	non-mobilisable	other	other	untyped	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP000314.1	12206	0.0865733656205743	12	0	0	0	0	0	non-mobilisable	other	other	untyped	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP000522.1	13408	0.127364001286201	13	0	0	0	0	0	non-mobilisable	other	human	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP000523.1	11302	0.0531553029618799	13	0	0	0	0	0	non-mobilisable	other	human	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP000603.1	182913	1.262244572768	1	4	0.21868319911652	1	0	1	conjugative	other	other	single-replicon	Proteobacteria_other	1	0	0	1	0	1	0	1	1	0	4	5	5	4	5	4	5	4	4	5
CP000617.1	311693	1.49372704900283	13	4	0.100535856113083	0	0	0	non-mobilisable	other	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP000618.1	265616	1.42425423222618	13	7	0.263538341063791	0	0	0	conjugative	other	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP000619.1	226679	1.35541128807286	13	2	0.0882304933408035	0	0	0	non-mobilisable	other	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP000620.1	107231	1.03032035609077	13	7	0.652796299577547	0	0	0	conjugative	other	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP000621.1	88096	0.944956189713237	13	0	0	0	0	0	non-mobilisable	other	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP000641.1	8401	-0.0756690152913215	13	0	0	0	0	0	non-mobilisable	other	other	single-replicon	Enterobacteriaceae	1	0	0	0	0	0	0	1	1	0	2	3	3	3	3	3	3	2	2	3
CP000642.1	5153	-0.287939857538925	13	0	0	0	0	0	non-mobilisable	other	other	single-replicon	Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP000643.1	2942	-0.531357331608489	13	0	0	0	0	0	non-mobilisable	other	other	single-replicon	Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP000818.1	177642	1.24954565407648	14	1	0.0562929937739949	0	0	0	non-mobilisable	other	other	untyped	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP000876.1	311693	1.49372704900283	13	8	0.235544210176099	0	0	0	non-mobilisable	other	other	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP000877.1	99204	0.996529183675396	13	2	0.201604774001048	0	0	0	non-mobilisable	other	other	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP001166.1	258484	1.41243366570166	14	4	0.154748456384148	0	1	0	mobilisable	other	other	untyped	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP001167.1	11567	0.0632207355819947	14	0	0	0	0	0	mobilisable	other	other	untyped	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP001168.1	10077	0.00333125856132632	14	0	0	0	0	0	mobilisable	other	other	untyped	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP001169.1	29189	0.46521921653919	14	0	0	0	0	0	mobilisable	other	other	untyped	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP001170.1	72792	0.862083652022269	14	0	0	0	0	0	conjugative	other	other	untyped	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP001171.1	3424	-0.465466243994884	14	0	0	0	0	0	mobilisable	other	other	untyped	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP001659.1	107690	1.03217537696136	15	2	0.185718265391401	0	1	0	non-mobilisable	other	other	untyped	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP001660.1	54152	0.733614501089202	15	0	0	0	0	0	non-mobilisable	other	other	untyped	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP001770.1	189452	1.27749919437944	16	4	0.211135274370289	0	0	0	conjugative	other	other	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP001771.1	146936	1.16712821298506	16	1	0.0680568410736647	0	0	0	mobilisable	other	other	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP001772.1	36434	0.561506853991404	16	3	0.823406708019981	0	0	0	non-mobilisable	other	other	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP001773.1	9965	-0.00152269696349361	16	0	0	0	0	0	mobilisable	other	other	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP001774.1	8651	-0.0629336879825719	16	0	0	0	0	0	mobilisable	other	other	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP001775.1	7683	-0.114469166811908	16	0	0	0	0	0	mobilisable	other	other	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP001776.1	7308	-0.1362014613195	16	0	0	0	0	0	mobilisable	other	other	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP001777.1	6072	-0.216668237112576	16	0	0	0	0	0	mobilisable	other	other	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP001979.1	42349	0.626843159658239	6	0	0	0	0	0	conjugative	EU	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP001980.1	187465	1.27292019619313	6	1	0.0533432907476062	0	0	0	non-mobilisable	EU	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP002030.1	44084	0.644280993718344	16	0	0	0	0	0	conjugative	other	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	0	1
CP002035.1	44581	0.649149805947966	16	2	0.448621610102959	0	0	0	mobilisable	other	other	untyped	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP002036.1	20426	0.310183327571689	16	2	0.979144227944776	0	0	0	mobilisable	other	other	single-replicon	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP002151.1	64696	0.810877430102559	17	1	0.154569061456659	1	0	1	conjugative	other	other	single-replicon	other	1	0	0	0	0	0	0	1	1	0	2	3	3	3	3	3	3	2	2	3
CP002152.1	66911	0.825497520557007	17	0	0	1	0	0	conjugative	other	other	single-replicon	other	1	0	0	0	0	0	0	0	1	0	1	2	2	2	2	2	2	2	1	2
CP002153.1	72683	0.86143284456551	17	1	0.137583754110315	1	0	1	conjugative	other	other	single-replicon	other	1	0	0	1	0	0	0	0	1	0	2	3	3	2	3	3	3	3	2	3
CP002441.1	39054	0.591665521925527	14	0	0	0	0	0	conjugative	other	human	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP002492.1	5143	-0.28878347567891	17	0	0	0	0	0	mobilisable	other	other	single-replicon	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP002493.1	51104	0.708454894458389	17	0	0	0	1	0	conjugative	other	other	single-replicon	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP002494.1	55393	0.74345488650729	17	0	0	0	1	0	mobilisable	other	other	single-replicon	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP002523.1	8731	-0.0589360117800979	17	0	0	0	0	0	non-mobilisable	other	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP002524.1	70894	0.850609480921349	17	1	0.141055660563658	0	0	0	conjugative	other	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP002860.1	106999	1.02937971883931	17	0	0	0	0	0	non-mobilisable	United States	other	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP002861.1	93527	0.970937004009262	17	2	0.213841992151999	0	0	0	mobilisable	United States	other	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP002862.1	66926	0.825594869081791	17	0	0	0	0	0	conjugative	United States	other	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP002863.1	44754	0.650831857535573	17	0	0	0	0	0	non-mobilisable	United States	other	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP002864.1	38784	0.588652598150174	17	0	0	0	0	0	non-mobilisable	United States	other	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP002866.1	37387	0.572720617983394	17	1	0.267472650921443	0	0	0	non-mobilisable	EU	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP002867.1	34161	0.53353057536958	17	1	0.292731477415766	0	0	0	non-mobilisable	EU	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP002962.1	190222	1.27926074354815	8	3	0.157710464615029	0	0	0	mobilisable	middle-income	other	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP002963.1	100312	1.00135288937187	8	3	0.299066911236941	0	0	0	non-mobilisable	middle-income	other	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP002964.1	58952	0.770498543514734	8	1	0.169629529108427	0	0	0	non-mobilisable	middle-income	other	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP002965.1	38576	0.586317193033379	8	0	0	0	0	0	non-mobilisable	middle-income	other	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP002966.1	34141	0.533276237578994	8	0	0	0	0	0	non-mobilisable	middle-income	other	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP003180.1	84933	0.929076464487865	17	6	0.706439193246441	0	0	0	non-mobilisable	EU	other	untyped	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP003185.1	110881	1.04485713404735	18	1	0.0901867768147834	0	0	0	non-mobilisable	United States	other	untyped	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP003420.1	22406	0.350364331636265	18	1	0.446309024368473	0	0	0	conjugative	China	human	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP003921.1	2942	-0.531357331608489	18	0	0	0	0	0	non-mobilisable	other	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP004847.1	200847	1.30286534917112	19	4	0.199156571917928	0	0	0	mobilisable	other	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP005978.1	15324	0.18537214331104	20	2	1.05	0	0	0	non-mobilisable	EU	other	untyped	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP005979.1	28459	0.454219635660001	20	4	1.05	0	0	0	non-mobilisable	EU	other	single-replicon	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP005980.1	22411	0.350461235597642	20	3	1.05	0	0	0	mobilisable	EU	other	untyped	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP005982.1	10867	0.0361096670605798	20	0	0	0	0	0	non-mobilisable	EU	other	single-replicon	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP005983.1	5018	-0.299469343021408	20	0	0	0	0	0	mobilisable	EU	other	untyped	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP005984.1	2942	-0.531357331608489	20	0	0	0	0	0	non-mobilisable	EU	other	single-replicon	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP006737.1	177681	1.24964098978434	19	9	0.562806377721872	0	1	0	mobilisable	middle-income	human	single-replicon	Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP006878.1	203748	1.30909335437777	0	2	0.0981604727408367	0	0	0	mobilisable	EU	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP006879.1	311693	1.49372704900283	0	9	0.197139894411873	0	0	0	conjugative	EU	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP006880.1	311693	1.49372704900283	0	7	0.0283751075720596	0	0	0	non-mobilisable	EU	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP007579.1	16236	0.210479042645248	17	4	1.05	0	0	0	non-mobilisable	middle-income	human	untyped	Proteobacteria_other	1	0	0	0	1	0	0	0	0	0	1	2	2	2	1	2	2	2	2	2
CP008701.1	186323	1.27026646818955	11	4	0.214680957262388	0	0	0	conjugative	United States	other	multi-replicon	Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP008904.1	38364	0.583923882319313	19	4	1.04264414555312	0	0	0	non-mobilisable	United States	other	untyped	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP008937.1	148131	1.17064595467312	15	7	0.472554698206317	0	0	0	conjugative	other	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP008938.1	71042	0.8515151793575	15	3	0.422285408631514	0	0	0	conjugative	other	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP008939.1	169123	1.2282026737943	15	7	0.413899942645294	0	0	0	mobilisable	other	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP008940.1	65130	0.813781078174083	15	3	0.460617227084293	0	0	0	conjugative	other	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP009154.1	47098	0.673002465358074	20	0	0	0	1	0	conjugative	high-income	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP009155.1	271168	1.43323843798488	20	8	0.295020061364173	0	0	0	conjugative	high-income	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP009231.1	155456	1.19160748878902	21	7	0.45028818443804	1	1	1	conjugative	other	other	multi-replicon	Enterobacteriaceae	1	0	1	1	1	1	1	1	1	1	4	5	5	5	5	5	5	4	5	5
CP009232.1	172280	1.23623486309056	21	9	0.580450429533318	1	1	1	conjugative	other	other	multi-replicon	Enterobacteriaceae	1	0	1	1	1	1	1	1	1	1	4	5	5	5	5	5	5	4	5	5
CP009233.1	154789	1.18974009453135	21	8	0.516832591463218	1	1	1	conjugative	other	other	multi-replicon	Enterobacteriaceae	1	0	1	0	1	0	0	1	1	1	4	5	5	5	5	5	5	4	5	5
CP009411.2	166496	1.22140380421594	8	5	0.300307514895253	1	0	1	conjugative	United States	livestock	single-replicon	Enterobacteriaceae	1	0	0	1	0	1	0	1	1	1	4	5	5	5	5	5	5	4	5	5
CP009412.2	103586	1.01530106299992	14	3	0.289614426659973	0	0	0	conjugative	United States	livestock	single-replicon	Enterobacteriaceae	1	0	0	1	0	1	0	1	1	0	4	5	5	4	5	4	5	4	4	5
CP009413.2	175517	1.24431918717583	15	7	0.398821766552528	1	1	1	conjugative	United States	livestock	single-replicon	Enterobacteriaceae	1	0	0	1	0	1	0	1	1	0	4	5	5	4	5	4	5	4	4	5
CP009414.2	164924	1.21728385945979	12	5	0.303169944944338	1	0	1	conjugative	United States	livestock	single-replicon	Enterobacteriaceae	1	0	0	1	0	1	0	1	1	0	4	5	5	4	5	4	5	4	4	5
CP009911.1	27126	0.433385757417938	17	0	0	0	0	0	non-mobilisable	high-income	other	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP009912.1	54418	0.735742576309504	17	0	0	0	0	0	non-mobilisable	high-income	other	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP010104.1	41959	0.622825129196041	13	3	0.714983674539431	0	0	0	non-mobilisable	United States	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP010513.1	23128	0.364138078662601	19	1	0.432376340366655	0	0	0	non-mobilisable	United States	human	untyped	Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP010830.1	215551	1.33355004200538	5	9	0.510320063465259	0	1	0	mobilisable	high-income	human	single-replicon	Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP010831.1	83905	0.923787841731059	5	1	0.119182408676479	0	0	0	conjugative	high-income	human	single-replicon	Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP010832.1	8405	-0.0754622822245103	5	0	0	0	0	0	non-mobilisable	high-income	human	single-replicon	Enterobacteriaceae	1	0	0	0	0	0	0	1	0	0	1	2	2	2	2	2	2	1	2	2
CP010837.1	36853	0.566472847158815	16	0	0	0	0	0	non-mobilisable	China	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP011000.1	198992	1.29883561698411	21	9	0.603039318163544	0	0	0	mobilisable	other	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP011076.1	311693	1.49372704900283	18	4	0.0290551765065654	0	0	0	non-mobilisable	China	other	untyped	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP011490.1	14857	0.171931123355967	15	0	0	0	0	0	non-mobilisable	EU	other	untyped	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP011499.1	37805	0.577549242398238	21	4	1.05	0	0	0	non-mobilisable	high-income	other	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP011500.1	3038	-0.517412230473232	21	0	0	0	0	0	non-mobilisable	high-income	other	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP011833.1	32689	0.514401635137584	18	3	0.917739912508795	0	0	0	non-mobilisable	other	other	untyped	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP011954.1	35418	0.549224033604839	3	1	0.282342311818849	0	1	0	mobilisable	EU	livestock	single-replicon	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP011998.1	311693	1.49372704900283	12	9	0.0448112996173115	0	1	0	non-mobilisable	China	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP011999.1	83399	0.92116084323863	18	6	0.719433086727659	1	0	1	non-mobilisable	United States	other	single-replicon	Enterobacteriaceae	0	1	0	1	0	0	0	0	0	1	3	2	3	2	3	3	3	3	3	2
CP012000.1	113626	1.05547771838686	17	6	0.528048157992009	1	0	0	conjugative	United States	human	multi-replicon	Enterobacteriaceae	0	1	0	1	0	0	0	0	0	0	2	1	2	1	2	2	2	2	2	2
CP012113.1	132464	1.12209786524883	16	7	0.528445464428071	0	1	0	mobilisable	United States	livestock	multi-replicon	Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP012114.1	109613	1.03986206412514	16	0	0	0	0	0	non-mobilisable	United States	livestock	untyped	Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP012141.1	248368	1.39509564014117	18	7	0.281839850544354	1	0	0	mobilisable	China	human	multi-replicon	Enterobacteriaceae	1	0	1	1	1	1	1	1	0	0	4	5	5	5	5	5	5	4	5	5
CP012142.1	222060	1.34647033547876	18	9	0.540394487976223	0	1	0	mobilisable	China	human	single-replicon	Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP012143.1	42002	0.623269970595133	18	4	0.952335603066521	0	0	0	conjugative	China	human	single-replicon	Enterobacteriaceae	1	0	0	0	0	0	1	0	0	0	1	2	2	2	2	2	1	2	2	2
CP012178.1	6462	-0.189633046318375	3	0	0	0	0	0	non-mobilisable	EU	livestock	untyped	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP012197.1	185134	1.26748618458979	20	9	0.540149297265764	1	1	1	conjugative	China	livestock	multi-replicon	Enterobacteriaceae	1	0	0	1	1	0	1	1	1	1	4	5	5	5	5	5	5	4	5	5
CP012198.1	8401	-0.0756690152913215	20	0	0	0	0	0	non-mobilisable	China	livestock	single-replicon	Enterobacteriaceae	1	0	0	0	0	0	0	1	1	0	2	3	3	3	3	3	3	2	2	3
CP012377.1	125121	1.09733020672557	23	3	0.239767904668281	0	1	0	conjugative	China	human	multi-replicon	Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP012494.1	96228	0.983301459523824	10	0	0	0	0	0	non-mobilisable	United States	human	single-replicon	Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP012495.1	52297	0.718476776423397	10	5	0.956077786488709	0	1	0	non-mobilisable	United States	human	single-replicon	Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP012496.1	34714	0.540504659129166	10	6	1.05	0	1	0	non-mobilisable	United States	human	single-replicon	Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP012848.1	5651	-0.247874692702102	23	0	0	0	0	0	non-mobilisable	other	other	untyped	Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP012902.1	176048	1.24563109561525	21	7	0.397618831227847	1	0	1	conjugative	high-income	other	single-replicon	Enterobacteriaceae	1	1	0	1	1	1	1	1	0	1	4	5	5	5	5	5	5	4	5	5
CP012903.1	117812	1.07118952872237	21	9	0.848809968424269	1	1	1	mobilisable	high-income	human	single-replicon	Proteobacteria_other	1	1	0	0	1	1	1	1	0	1	4	5	5	5	5	5	5	4	5	5
CP012904.1	12294	0.0896932087848388	21	2	1.05	0	0	0	non-mobilisable	high-income	human	untyped	Proteobacteria_other	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1
CP013001.1	311693	1.49372704900283	12	8	0.203241705197907	0	0	0	non-mobilisable	China	other	untyped	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP013100.1	106908	1.02901020498294	21	2	0.187076738878288	0	0	1	non-mobilisable	United States	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CP013115.1	268412	1.42880192810382	18	6	0.223536950657944	1	0	1	conjugative	middle-income	human	untyped	Proteobacteria_other	1	0	0	1	1	1	1	1	1	1	4	5	5	5	5	5	5	4	5	5
